Date,PG Adj. Close,PG P/S (LTM),PG P/FCF (LTM),PG P/E (LTM),PG Debt/Equity (LTM),actual_returns,ps_sma_fast,ps_sma_slow,ps_ema_fast,ps_ema_slow,pfcf_sma_fast,pfcf_sma_slow,pfcf_ema_fast,pfcf_ema_slow,pe_sma_fast,pe_sma_slow,pe_ema_fast,pe_ema_slow,ps_RSI,ps_bb_upper,ps_bb_mid,ps_bb_lower,pfcf_RSI,pfcf_bb_upper,pfcf_bb_mid,pfcf_bb_lower,pe_RSI,pe_bb_upper,pe_bb_mid,pe_bb_lower,ps_Signal_sma,ps_Signal_ema,ps_Signal_bb_rsi,pfcf_Signal_sma,pfcf_Signal_ema,pfcf_Signal_bb_rsi,pe_Signal_sma,pe_Signal_ema,pe_Signal_bb_rsi,ps_Entry/Exit_sma,ps_Entry/Exit_ema,pfcf_Entry/Exit_sma,pfcf_Entry/Exit_ema,pe_Entry/Exit_sma,pe_Entry/Exit_ema,ps_Position_sma,ps_Position_ema,pfcf_Position_sma,pfcf_Position_ema,pe_Position_sma,pe_Position_ema,ps_Entry/Exit Position_sma,ps_Entry/Exit Position_ema,pfcf_Entry/Exit Position_sma,pfcf_Entry/Exit Position_ema,pe_Entry/Exit Position_sma,pe_Entry/Exit Position_ema,ps_Portfolio Holdings_sma,ps_Portfolio Holdings_ema,pfcf_Portfolio Holdings_sma,pfcf_Portfolio Holdings_ema,pe_Portfolio Holdings_sma,pe_Portfolio Holdings_ema,ps_Portfolio Cash_sma,ps_Portfolio Cash_ema,pfcf_Portfolio Cash_sma,pfcf_Portfolio Cash_ema,pe_Portfolio Cash_sma,pe_Portfolio Cash_ema,ps_Portfolio Total_sma,ps_Portfolio Total_ema,pfcf_Portfolio Total_sma,pfcf_Portfolio Total_ema,pe_Portfolio Total_sma,pe_Portfolio Total_ema,ps_Portfolio Daily Returns_sma,ps_Portfolio Daily Returns_ema,pfcf_Portfolio Daily Returns_sma,pfcf_Portfolio Daily Returns_ema,pe_Portfolio Daily Returns_sma,pe_Portfolio Daily Returns_ema,ps_Portfolio Cumulative Returns_sma,ps_Portfolio Cumulative Returns_ema,pfcf_Portfolio Cumulative Returns_sma,pfcf_Portfolio Cumulative Returns_ema,pe_Portfolio Cumulative Returns_sma,pe_Portfolio Cumulative Returns_ema
2019-01-16,80.00355347016401,3.404267732731161,20.438137818279763,23.86584350351392,,-0.0069557656776437,3.413321438098372,,3.4103734695158248,3.4031391504315067,20.492493378003232,,20.4747947147651,20.43136217006684,23.92931510222024,,23.908648174008952,23.85793150285504,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100809.92981241,100000.0,100809.92981241,100000.0,100809.92981241,100000.0,100809.92981241,100000.0,100809.92981241,100000.0,100809.92981241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00809929812409993,0.0,0.00809929812409993,0.0,0.00809929812409993
2019-01-17,79.992257123504,3.377069358596659,20.274847453761897,23.675167507497804,,-0.0001411980614612,3.413321438098372,,3.404318176621431,3.4026229169298268,20.492493378003235,,20.438440667309973,20.42826286875387,23.92931510222024,,23.8661971437342,23.854312413838063,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100809.92981241,100000.0,100809.92981241,100000.0,100809.92981241,100000.0,100809.92981241,100000.0,100809.92981241,100000.0,100809.92981241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00809929812409993,0.0,0.00809929812409993,0.0,0.00809929812409993
2019-01-18,80.680628268212,3.40613063507754,20.44932208987251,23.87890350329993,,0.0086054721977051,3.409334827094767,,3.4046477145225413,3.402692376695128,20.4685590369007,,20.440419107775885,20.42867988303345,23.90136670280188,,23.868507390927967,23.85479936610464,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100809.92981241,100000.0,100809.92981241,100000.0,100809.92981241,100000.0,100809.92981241,100000.0,100809.92981241,100000.0,100809.92981241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00809929812409993,0.0,0.00809929812409993,0.0,0.00809929812409993
2019-01-22,79.81575170178401,3.369617749241053,20.23011036757048,23.622927508563432,,-0.010719754977029,3.4030754752381527,,3.398278629925907,3.4020374335772257,20.43097988451248,,20.402181155011263,20.42474781342032,23.85748510371168,,23.82385650322532,23.850207844173127,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,39907.87585089201,0.0,39907.87585089201,0.0,39907.87585089201,100000.0,60902.05396151799,100000.0,60902.05396151799,100000.0,60902.05396151799,100000.0,100809.92981241,100000.0,100809.92981241,100000.0,100809.92981241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00809929812409993,0.0,0.00809929812409993,0.0,0.00809929812409993
2019-01-23,83.698870979624,3.5456991212488043,20.58031051361901,23.066019793333943,,0.0486510393631136,3.4131574869921577,,3.425082355620979,3.404882219471712,20.42081544207837,,20.43456831112176,20.427828262929204,23.74903193328179,,23.6860680105178,23.834679367918884,63.07008235973599,,,,53.09933963341676,,,,37.89078762456569,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,-500.0,0.0,-500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41849.435489812,100000.0,102751.48945132998,100000.0,102751.48945132998,100000.0,60902.05396151799,100000.0,102751.48945132998,100000.0,102751.48945132998,100000.0,102751.48945132998,0.0,0.019259607089627817,0.0,0.019259607089627817,0.0,0.019259607089627817,0.0,0.027514894513299692,0.0,0.027514894513299692,0.0,0.027514894513299692
2019-01-24,83.22230634098,3.525510619291009,20.463130339868147,22.93468648787506,,-0.0056938000843527,3.426846613611923,,3.4433420399246204,3.4072709006562527,20.43270948233202,,20.439761407257464,20.428527313957694,23.66688663148783,,23.54945318821912,23.816857726729896,60.687890530103886,,,,50.65785211950651,,,,36.28957517237321,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41611.15317049,100000.0,102751.48945132998,100000.0,102751.48945132998,100000.0,60902.05396151799,100000.0,102751.48945132998,100000.0,102751.48945132998,100000.0,102513.20713200798,0.0,0.0,0.0,0.0,0.0,-0.002319015720301132,0.0,0.027514894513299692,0.0,0.027514894513299692,0.0,0.025132071320079774
2019-01-25,82.60453736496,3.4993403389825444,20.311230114677308,22.764439610475165,,-0.007423117709438,3.437099035172622,,3.4535235488442426,3.4090940578508326,20.42449242059092,,20.4163920813338,20.426204597140263,23.561970242077397,,23.406723446811128,23.796017764031784,57.64820879528643,,,,47.602348976068505,,,,34.26798614363807,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,41302.26868248,0.0,41302.26868248,100000.0,102751.48945132998,100000.0,61449.22076884999,100000.0,60902.05396151799,100000.0,102751.48945132998,100000.0,102751.48945132998,100000.0,102204.32264399799,0.0,0.0,0.0,0.0,0.0,-0.0030131189595135055,0.0,0.027514894513299692,0.0,0.027514894513299692,0.0,0.022043226439979913
2019-01-28,82.533935196272,3.496349449799737,20.29387008891395,22.74498282445605,,-0.0008547008547008,3.4448168850083585,,3.461310076290696,3.410821887394375,20.40111823041605,,20.39411535543928,20.42358411182885,23.439436174384728,,23.286406970019293,23.77520519097088,57.29500976649396,,,,47.2515737833385,,,,34.0346356496398,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41266.967598136,0.0,41266.967598136,100000.0,102751.48945132998,100000.0,61449.22076884999,100000.0,60902.05396151799,100000.0,102751.48945132998,100000.0,102716.188366986,100000.0,102169.02155965398,0.0,0.0,0.0,-0.0003435578844889209,0.0,-0.00034539717529336045,0.0,0.027514894513299692,0.0,0.027161883669859943,0.0,0.02169021559653994
2019-01-29,82.551585738444,3.4970971720917023,20.2982100953331,22.749847020936524,,0.0002138579982893,3.454919505972632,,3.4678168209817875,3.41253030887353,20.392046537597047,,20.37667803541997,20.42110145803686,23.33358292600348,,23.188850615640607,23.75490106879198,57.36533662390227,,,,47.35601548296032,,,,34.15535178228842,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41275.792869222,0.0,41275.792869222,100000.0,102751.48945132998,100000.0,61449.22076884999,100000.0,60902.05396151799,100000.0,102751.48945132998,100000.0,102725.01363807199,100000.0,102177.84683073999,0.0,0.0,0.0,8.591898926835206e-05,0.0,8.63791289305027e-05,0.0,0.027514894513299692,0.0,0.027250136380719825,0.0,0.021778468307400045
2019-01-30,83.416462304872,3.5337355645325204,20.510870410652323,22.98819264935471,,0.0104768013683984,3.465481774159273,,3.479802047081921,3.414930412945985,20.385003929254847,,20.40107664909858,20.422879061058943,23.22910104093065,,23.152367349043168,23.73971872385263,60.77409574648988,3.549842779124021,3.4392339449188443,3.328625110713668,52.33607975893311,20.710454895598176,20.43774206919288,20.165029242787572,39.95384697885192,24.550616756286924,23.57803267160309,22.605448586919252,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41708.231152436,0.0,41708.231152436,100000.0,102751.48945132998,100000.0,61449.22076884999,100000.0,60902.05396151799,100000.0,102751.48945132998,100000.0,103157.45192128599,100000.0,102610.28511395399,0.0,0.0,0.0,0.004209668783667464,0.0,0.004232211742828618,0.0,0.027514894513299692,0.0,0.03157451921285981,0.0,0.02610285113954003
2019-01-31,85.137390166642,3.606638488268173,20.934021038081195,23.462451807950835,,0.0206305543800255,3.485718849712974,,3.502863218206694,3.418726612457316,20.434592251234992,,20.4979756289136,20.43300068436632,23.188761871374343,,23.208746341571835,23.734228289874377,66.51157825288635,3.580372239921184,3.449520143905672,3.31866804789016,60.36963042127182,20.811235542983376,20.46354281461911,20.115850086254845,49.486162365497,24.525049498801543,23.559038486797288,22.593027474793036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,-500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42568.69508332101,100000.0,102751.48945132998,100000.0,104017.91585217099,100000.0,60902.05396151799,100000.0,102751.48945132998,100000.0,104017.91585217099,100000.0,103470.749044839,0.0,0.0,0.0,0.008341267788793072,0.0,0.008385747392958054,0.0,0.027514894513299692,0.0,0.040179158521709724,0.0,0.034707490448390166
2019-02-01,86.01991727524201,3.6440246030009567,21.15102135981957,23.705661632849488,,0.0103659168653467,3.512414374153404,,3.528528924532924,3.4231879588047147,20.52220964184076,,20.61671121635105,20.44721891556341,23.191811283909512,,23.29909457634959,23.733662613497646,69.01455182775081,3.614281887216486,3.462867906125888,3.311453925035289,63.74439161727052,20.9552550580227,20.507351509922,20.05944796182129,53.55785991315771,24.527398471640605,23.560563193064876,22.59372791448914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43009.958637621006,100000.0,102751.48945132998,100000.0,104017.91585217099,100000.0,60902.05396151799,100000.0,102751.48945132998,100000.0,104017.91585217099,100000.0,103912.012599139,0.0,0.0,0.0,0.0,0.0,0.004264621241977906,0.0,0.027514894513299692,0.0,0.040179158521709724,0.0,0.03912012599139003
2019-02-04,86.51413245605801,3.664960827250717,21.27254153998959,23.841859134788844,,0.0057453575459116,3.538297393370722,,3.553334725027068,3.427975540358101,20.604531586852467,,20.735953093376235,20.46356193782928,23.188106847058403,,23.39777904152036,23.73580511886975,70.35097710089133,3.648624930136115,3.4738161102327445,3.299007290329374,65.51536978794196,21.09128550319919,20.536545311876587,19.981805120553982,55.71081772006431,24.481814816200263,23.544736774930136,22.60765873366001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43257.066228029005,100000.0,102751.48945132998,100000.0,104017.91585217099,100000.0,60902.05396151799,100000.0,102751.48945132998,100000.0,104017.91585217099,100000.0,104159.12018954699,0.0,0.0,0.0,0.0,0.0,0.0023780464281955016,0.0,0.027514894513299692,0.0,0.040179158521709724,0.0,0.04159120189546983
2019-02-05,85.993441461984,3.642903019548063,21.144511350104093,23.69836533803156,,-0.0060185657451801,3.5656259204014225,,3.56961986948543,3.432231530045031,20.695971685105828,,20.810236412781297,20.477046084607,23.19565063000521,,23.45243109543149,23.73506373707097,67.06884257440471,3.6727282372750127,3.484350697819788,3.295973158364562,62.07501289373006,21.17812865601464,20.56347578480916,19.94882291360368,52.926948566558174,24.436543676968554,23.526567866858446,22.61659205674834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42996.720730992005,100000.0,102751.48945132998,100000.0,104017.91585217099,100000.0,60902.05396151799,100000.0,102751.48945132998,100000.0,104017.91585217099,100000.0,103898.77469251,0.0,0.0,0.0,0.0,0.0,-0.002499497850627197,0.0,0.027514894513299692,0.0,0.040179158521709724,0.0,0.038987746925099875
2019-02-06,86.417054474112,3.660848354629962,21.248671504597503,23.815106054049025,,0.0049261083743843,3.577140843739538,,3.586206866784436,3.436758595878396,20.76280778420368,,20.889951884020604,20.492325795893937,23.270559256076726,,23.518371996998308,23.73664873344677,68.36205085500153,3.6974814450706575,3.495149165365848,3.292816885661037,63.74312259517894,21.2742173929736,20.591811613141022,19.90940583330845,54.90139912687497,24.384844439788747,23.50979559467925,22.63474674956976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43208.527237056005,100000.0,102751.48945132998,100000.0,104017.91585217099,100000.0,60902.05396151799,100000.0,102751.48945132998,100000.0,104017.91585217099,100000.0,104110.58119857399,0.0,0.0,0.0,0.0,0.0,0.002038585216147526,0.0,0.027514894513299692,0.0,0.040179158521709724,0.0,0.041105811985739704
2019-02-07,85.728683329404,3.6316871851386896,21.0794112536433,23.62540239063001,,-0.0079656862745097,3.587758500324307,,3.5944760155761184,3.440618567942956,20.824435875581194,,20.92439904213382,20.50395125050284,23.33963084635222,,23.53783206856771,23.73444583556921,63.96613244502698,3.7117685387081703,3.5073025569681144,3.302836575228058,59.18731033068244,21.332532569523455,20.62857267895661,19.92461278838976,51.14706696020559,24.372784748386582,23.50325873892002,22.633732729453456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42864.341664702006,100000.0,102751.48945132998,100000.0,104017.91585217099,100000.0,60902.05396151799,100000.0,102751.48945132998,100000.0,104017.91585217099,100000.0,103766.39562622,0.0,0.0,0.0,0.0,0.0,-0.0033059614920170066,0.0,0.027514894513299692,0.0,0.040179158521709724,0.0,0.03766395626219965
2019-02-08,86.231723781306,3.652997270534433,21.2031014370229,23.76403199080961,,0.005867819641754,3.603124193479495,,3.605116243750357,3.444824086806153,20.91362300781575,,20.975072204840927,20.517795808651748,23.439590084385664,,23.578959327157143,23.73503170002942,65.70181620397841,3.727365056753407,3.5201116143260576,3.3128581718987085,61.36064822848961,21.40659338456933,20.669057714203333,19.931522043837337,53.64189105740578,24.367029937173537,23.500780163231525,22.634530389289512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43115.861890653,100000.0,102751.48945132998,100000.0,104017.91585217099,100000.0,60902.05396151799,100000.0,102751.48945132998,100000.0,104017.91585217099,100000.0,104017.91585217099,0.0,0.0,0.0,0.0,0.0,0.002423908283920806,0.0,0.027514894513299692,0.0,0.040179158521709724,0.0,0.040179158521709724
