Date,NVDA Adj. Close,NVDA P/S (LTM),NVDA P/FCF (LTM),NVDA P/E (LTM),NVDA Debt/Equity (LTM),actual_returns,ps_sma_fast,ps_sma_slow,ps_ema_fast,ps_ema_slow,pfcf_sma_fast,pfcf_sma_slow,pfcf_ema_fast,pfcf_ema_slow,pe_sma_fast,pe_sma_slow,pe_ema_fast,pe_ema_slow,ps_RSI,ps_bb_upper,ps_bb_mid,ps_bb_lower,pfcf_RSI,pfcf_bb_upper,pfcf_bb_mid,pfcf_bb_lower,pe_RSI,pe_bb_upper,pe_bb_mid,pe_bb_lower
2019-01-31,35.6566851225,7.05904846240541,25.866519174041297,19.209891483824133,,0.046291578717519544,7.245407341812912,,7.092792176681138,6.841431479567898,26.54939528023599,,25.990166495201503,25.069103787372388,19.71703261899709,,19.30171874538072,18.61768721612297,52.84967970395664,7.958527414981991,7.141670020930606,6.324812626879221,52.84967970395667,29.162486002627148,26.169269911504426,23.176053820381703,52.84967970395664,21.657656669599668,19.434730735452202,17.211804801304737
2019-02-01,35.899770697596,7.107172758009982,26.042861356932157,19.340852830983422,,0.006817391304347664,7.21108195137659,,7.0954068278318365,6.846693683101405,26.42361651917404,,25.99974737915253,25.088386115482482,19.62362243362531,,19.30883403367212,18.632007327308326,53.47415289094566,7.899713342076971,7.1827720978908385,6.465830853704706,53.47415289094569,28.94697319624771,26.319880530973457,23.692787865699202,53.47415289094566,21.497605075642767,19.54658241664845,17.595559757654136
2019-02-04,37.003577645736,7.325696345194011,26.843598820059,19.935524254308763,,0.03074690803565261,7.1730244727097086,,7.1372776491704135,6.856178884330962,26.284162241887906,,26.153174913862795,25.123142802701818,19.520056062147304,,19.422777710151507,18.65781954368457,56.30416203948007,7.896592261600633,7.21466672033489,6.532741179069147,56.30416203948009,28.935536599882948,26.436752212389383,23.937967824895818,56.30416203948007,21.48911163384504,19.633377717648408,17.777643801451774
2019-02-05,37.19457345474,7.363508291740461,26.982153392330385,20.0384224556482,,0.005161549805603904,7.1788190307518915,,7.178410493274058,6.866225011210359,26.30539528023599,,26.303898273584174,25.15995489358555,19.535824877417504,,19.534713118423632,18.685158215208602,56.793889124162654,7.910783109749527,7.230749074223152,6.550715038696778,56.793889124162675,28.98753622103501,26.49568289085546,24.003829560675907,56.79388912416265,21.527729395779307,19.677142861724597,17.826556327669888
2019-02-06,37.9511152956,7.513282885203671,27.530973451327437,20.44600624017456,,0.020340113371123625,7.197037514087908,,7.239296382715805,6.879038038418146,26.372153392330386,,26.527002851355675,25.20690575611509,19.585403101699235,,19.700402776923802,18.7200264929307,58.765272014017874,7.9321900827958745,7.26308565448398,6.593981226172086,58.76527201401791,29.065977937607794,26.614174041297936,24.162370144988078,58.76527201401791,21.58598450359008,19.765140868973972,17.944297234357865
2019-02-07,36.567015796584,7.239269038802125,26.526902654867257,19.700328365532897,,-0.03647058823529403,7.145868620189985,,7.239291411095135,6.8861713255544625,26.184654867256636,,26.526984633812326,25.233044308565628,19.446156444821707,,19.700389247580002,18.73943841120005,53.9181921847405,7.933432547814671,7.274969409112865,6.616506270411059,53.91819218474051,29.07053071060602,26.6577197640118,24.244908817417585,53.91819218474049,21.58936564175793,19.79748030368065,18.005594965603372
2019-02-08,36.753050675484,7.276098856866849,26.661858407079645,19.800553886318067,,0.005087505087504995,7.0870391241346,,7.245983673962719,6.893892662808173,25.969085545722713,,26.551507138042748,25.26133765705105,19.286062879620864,,19.718601000077832,18.76045059882615,54.46187587628516,7.937368782938443,7.28218805345355,6.627007323968656,54.46187587628516,29.084954283675923,26.684171091445428,24.283387899214933,54.46187587628516,21.600077375780405,19.817124505754546,18.034171635728686
2019-02-11,36.32641068654,7.191635807438416,26.3523598820059,19.570703358650743,,-0.01160828777755274,7.128484946063436,,7.236102243685574,6.899788566662237,26.120955752212392,,26.515298546036046,25.282942057545206,19.39884999901111,,19.69171051981836,18.776495207931585,52.91986515454718,7.932565827998721,7.2763443889872805,6.6201229499758405,52.919865154547175,29.06735478330402,26.662758112094394,24.25816144088477,52.91986515454716,21.58700702448809,19.80122205645663,18.01543708842517
2019-02-12,37.497190191084,7.423418129125745,27.2016814159292,20.201455969458745,,0.032229429839535806,7.224586218000323,,7.270159677401968,6.910157468889237,26.47310029498525,,26.640095431471163,25.320936896325087,19.66037179124654,,19.78439151066207,18.8047122527143,56.55509507016701,7.93575795362488,7.27813677346643,6.620515593307981,56.555095070167006,29.07905171089334,26.669325958702064,24.25960020651079,56.555095070167006,21.59569380248761,19.806099698468177,18.016505594448745
2019-02-13,37.921349714976,7.507390114313315,27.50938053097345,20.42997015684893,,0.011311768207977746,7.300652068909999,,7.313292484113122,6.921983857907535,26.751828908554575,,26.798147267744305,25.364272413842876,19.867370900174848,,19.901769446332406,18.83689557754865,57.82561573011703,7.949930754990238,7.285527290291418,6.621123825592598,57.82561573011701,29.130985203093708,26.69640707964602,24.26182895619833,57.82561573011701,21.634262453446535,19.826211619639068,18.0181607858316
2019-02-14,38.330626448556,8.045689655172414,29.99150493159402,23.307692307692307,,0.010792778649921564,7.3993161881867,,7.446455606123902,6.944235457853374,27.164327484309844,,27.378757752080617,25.455900780531017,20.27715098256166,,20.52102814839784,18.925426205868323,64.90997842981673,8.064967999056535,7.3223617649998065,6.5797555309430775,66.36954435830923,29.684270562264217,26.856861382272918,24.029452202281618,69.80231027406423,22.358356964366514,19.997091800779376,17.63582663719224
2019-02-15,39.027637128168,8.19199385455787,30.536875596563792,23.731523378582203,,0.018184171358312184,7.507798297841488,,7.582008014930077,6.968943544916829,27.61372890827301,,27.952960996532102,25.556514143224735,20.716218037321543,,21.104754553885904,19.020596446912162,66.55438314410218,8.192468737865921,7.359440124609039,6.526411511352157,67.90791069014035,30.268076117806082,27.018672713723525,23.76926930964097,71.10384825785745,23.03869153810821,20.169920235473427,17.301148932838643
2019-02-19,38.854004574528,8.155547968589962,30.40101813553929,23.62594268476621,,-0.004448964026948166,7.590783460181082,,7.686288006504601,6.992440662217287,27.969470839821035,,28.398062294533407,25.652444915349776,21.085259880367285,,21.56315239586414,19.111791421919172,65.72805553042429,8.273317094055487,7.381903966445395,6.490490838835303,67.0846702279056,30.662700217406492,27.126816540854474,23.590932864302456,70.29109292468104,23.530626960983415,20.302657971257293,17.07468898153117
2019-02-20,39.32777339946,8.254993171730966,30.771714922049,23.91402714932127,,0.012193564862104322,7.679931948180133,,7.789688945636667,7.017441702009638,28.348426992792902,,28.82963549953624,25.75381659865075,21.472820349734594,,21.99058416921998,19.20688519869941,66.93440183355399,8.397308615624187,7.429375489466013,6.46144236330784,68.2168698760428,31.196522221717345,27.326911136514447,23.45730005131155,71.2565342067487,24.086207988412298,20.504322613576043,16.92243723873979
2019-02-21,38.638204115004,8.05706896551724,30.03392300349984,23.4947209653092,,-0.01753390097760954,7.73431055621149,,7.838303494705862,7.038028380494937,28.598721948010137,,29.04859686389326,25.83857118092499,21.77769182224806,,22.264063586690746,19.29179283764218,62.23877028938985,8.469911222305026,7.465674035149699,6.4614368479943725,63.532808119386964,31.522265634811077,27.485437670170263,23.44860970552945,67.80284525931746,24.480410404489177,20.681547461973643,16.88268451945811
2019-02-22,39.486523162788,8.23396551724138,30.693331212217625,24.0105580693816,,0.02195544713359432,7.833780204055417,,7.910242044257774,7.061710303994865,29.01536480374517,,29.347639472679504,25.934705042930787,22.20871479263293,,22.58160803808908,19.385233733320188,64.6272347084461,8.542409962061576,7.489824412122701,6.4372388621838255,65.79351576231313,31.858367838352322,27.600009835500906,23.34165183264949,69.74557934510933,24.893006140442594,20.827435618727314,16.761865097012034
2019-02-25,39.362499910188,8.208103448275862,30.59692650334076,23.935143288084465,,-0.003140900810352343,7.926980663196318,,7.964398663170153,7.084411158337064,29.408871613371286,,29.574782569163368,26.027026259968608,22.622173732809564,,22.82770535627006,19.47533095222641,63.98997978174245,8.594152701080866,7.507009893665459,6.419867086250053,65.15754757485172,32.11636736222657,27.688978579547,23.261589796867433,69.08923038456795,25.235511942044337,20.954118306215214,16.672724670386092
2019-02-26,38.96810596692,8.125862068965517,30.290359529112315,23.695324283559582,,-0.010019534942340425,8.020403289349028,,7.993755646042036,7.105033948646538,29.80267157808193,,29.704887470972267,26.11144870094175,23.034635825300448,,22.985454252140883,19.558895176609248,61.899730002624764,8.639223226050849,7.574444117706231,6.509665009361614,63.06976478906402,32.32379495063323,27.961813665147154,23.59983237966108,66.93215786668395,25.49412238509459,21.216742912155773,16.939363439216955
2019-02-27,38.548907373132,8.03844827586207,29.964511613108492,23.440422322775262,,-0.010757479312539675,8.08190630402266,,8.001881578736587,7.1235174006706075,30.07895459779986,,29.75209186045158,26.1877469764302,23.358532460632105,,23.06817571952895,19.635757100295706,59.668691867589686,8.604376847508831,7.653246261011491,6.70211567451415,60.83838981714806,32.246888545328154,28.27602744639255,24.305166347456947,64.6226809501488,25.54753302277554,21.509452125939315,17.47137122910309
2019-02-28,38.303088255234,7.978965517241379,29.742780782691696,23.26696832579185,,-0.006376811553142292,8.129063844315466,,7.997715022101094,7.140456967335376,30.30229462297168,,29.750398937222506,26.258143685465082,23.642232277526396,,23.104319829758566,19.70766227307781,58.13323180282768,8.578762020136539,7.714857956612732,6.850953893088926,59.300913106468,32.19037310833063,28.527061765763126,24.86375042319562,63.02895113188372,25.588761476884756,21.754801588850615,17.920841700816474
2019-03-01,38.846869943805,8.092241379310344,30.16503340757238,23.5972850678733,,0.01419681057954092,8.13371901672926,,8.014901632502776,7.159304183414088,30.319647470569514,,29.825787022740663,26.3355078383781,23.671191553544496,,23.193949873052155,19.784684506638115,60.23196438861949,8.589999105555927,7.766517602457979,6.9430360993600315,61.30631703544738,32.25709353413628,28.741987477439682,25.226881420743084,64.80884538573858,25.701152859636576,21.974171268053073,18.24718967646957
2019-03-04,38.928809650302,8.109310344827586,30.22866051543112,23.647058823529413,,0.0021093000958773978,8.12545066575623,,8.032066852925468,7.178116186610395,30.28882596245625,,29.89903674868438,26.41259997059697,23.662745098039217,,23.276333318593473,19.861167166378536,60.5528555437654,8.594206140905854,7.816624481798859,7.039042822691863,61.61325667091964,32.29279571683022,28.95127743536463,25.60975915389904,65.08164310636502,25.778046049468525,22.18948156768037,18.600917085892217
2019-03-05,38.864251093668,8.095862068965516,30.178530066815146,23.6078431372549,,-0.0016583747927030323,8.119482075793787,,8.043665983114566,7.196289372399605,30.26657715558384,,29.949853715617245,26.48717284378941,23.660935143288082,,23.33660783107737,19.935358769762228,60.141100366139675,8.607525167679386,7.855132767987433,7.102740368295481,61.20133193742047,32.3533438793154,29.118023997702437,25.88270411608947,64.65637514482087,25.85580062499703,22.37309751182768,18.89039439865833
2019-03-06,37.754340523845,7.864655172413793,29.316671969455932,22.93363499245853,,-0.028558650651673956,8.080448275862068,,8.011118562987154,7.209524338736519,30.121072860324528,,29.83472976176973,26.543202529446173,23.562895927601808,,23.26334004223758,19.994730576152254,53.41605649748633,8.59800767328739,7.8801901120211,7.16237255075481,54.46007613199897,32.31830283209616,29.234749926558713,26.151197021021265,57.678302512996595,25.83721008565962,22.517858138668196,19.19850619167677
2019-03-07,37.061577550734,7.7203448275862065,28.778733693923,22.51282051282051,,-0.018349227227885567,8.046775862068966,,7.958250611096071,7.219639595941463,29.99555392936685,,29.642730476706685,26.5874704732972,23.464705882352938,,23.12688194597993,20.044593743214993,49.681813658029114,8.59269648667683,7.890543209140228,7.188389931603625,50.705858564355,32.28941947129764,29.29713793868849,26.30485640607934,53.7770633209644,25.801901786133755,22.621198852300495,19.440495918467235
2019-03-08,37.404234505176,7.791724137931034,29.04481069042316,22.7209653092006,,0.009245611684309152,8.00255172413793,,7.9279730705206095,7.230968002713534,29.8307018771874,,29.534017788291496,26.636130675616524,23.33574660633484,,23.05307892111096,20.09759119996718,51.488308470964725,8.55620090950867,7.918165964096673,7.280131018684676,52.451820043534866,32.137484162296865,29.423033340466283,26.708582518635705,55.38450559086658,25.65690095220457,22.77223069948388,19.887560446763192
2019-03-11,40.011406984626,8.334827586206897,31.069309576837416,24.30467571644042,,0.06970260223048319,8.015224137931034,,8.001946618827207,7.252826608327264,29.87794018453706,,29.8131617498453,26.72391639643278,23.372699849170438,,23.280641974807224,20.18089980425378,62.51537130227421,8.5611455123565,7.971102400563676,7.381059288770851,63.14736261766011,32.131621061020006,29.64340589895417,27.155190736888333,65.27849228282612,25.609324281281907,22.99743679099,20.385549300698095
2019-03-12,40.354063939068,8.406206896551724,31.335386573337573,24.51282051282051,,0.008563981630880013,8.043258620689654,,8.07544848750439,7.275665821955471,29.98244288895959,,30.089929899571167,26.81523263755961,23.45444947209653,,23.504674436264185,20.26668041234421,63.68376373265087,8.531579486778261,8.031830955019341,7.532082423260421,64.2844674978104,31.978048083664245,29.892557233520755,27.807066383377265,66.33515574912563,25.40983436204879,23.244542648698488,21.079250935348185
2019-03-13,41.868706998558,8.721724137931034,32.51152402163538,25.432880844645556,,0.037533841988678374,8.11158620689655,,8.192953151218326,7.304300640093601,30.237144129812283,,30.530219739946478,26.92803048674923,23.653695324283557,,23.855257419606254,20.368981411003645,68.37607416347005,8.600779882803417,8.096746255459607,7.5927126281157955,68.85857036940519,32.155788755059945,30.158049363806064,28.160309972552184,70.59500866908381,25.382413347808896,23.50611389245783,21.629814437106763
2019-03-14,41.108902447404,8.563448275862068,31.92152720330894,24.97134238310709,,-0.01814731348594467,8.17003448275862,,8.260315901153552,7.329234256643471,30.455018771874006,,30.783184733285104,27.02691160984942,23.824132730015084,,24.058181958424587,20.460117271837376,63.914754877230195,8.615372447665022,8.149549163537044,7.6837258794090655,64.40273262630556,32.115082277073036,30.378656697422844,28.642231117772653,66.07799770938402,25.093736023009523,23.73318250377074,22.372628984531953
2019-03-15,42.164186546229,8.783275862068965,32.74096722876233,25.61236802413273,,0.025670451799951532,8.239137931034481,,8.3553995304109,7.358027159721204,30.712612153993,,31.139145187008236,27.14006122606552,24.02564102564103,,24.340761243098797,20.562142039209558,67.12324210122375,8.724680779125984,8.186428473881872,7.648176168637758,67.54408998126917,32.52254534146949,30.516129812281257,28.50971428309303,69.04090207092904,25.419419102998944,23.848416289592755,22.277413476186567
2019-03-18,41.95064670505499,8.738793103448275,32.57515112949411,25.482654600301657,,-0.005064483834874345,8.30208620689655,,8.425107452781331,7.385369059596988,30.9472612153993,,31.400237176551123,27.24768676870767,24.20920060331825,,24.548378217135678,20.65957793150841,65.8473810909147,8.803463944212936,8.213768436326392,7.6240729284398485,66.26967828131673,32.81622130779439,30.61804358892777,28.419865870061145,67.75132252578622,25.658993284359564,23.93597285067873,22.212952416997897
2019-03-19,43.629169177539,9.088448275862069,33.87854279350938,26.502262443438912,,0.04001183782184081,8.401344827586207,,8.545714875159646,7.419093400513128,31.317262488068724,,31.85083819781626,27.378990848406715,24.498642533936653,,24.903629894645356,20.775274654516934,70.58098107165259,8.961393338672346,8.260413451689997,7.559433564707648,70.91507926649024,33.40492661657143,30.791919821826276,28.178913027081123,72.15417992331793,26.125274593969014,24.079788838612366,22.03430308325572
2019-03-20,43.30389337296,9.020689655172411,33.62596245625198,26.304675716440418,,-0.007455466393489263,8.516948275862068,,8.632073926071058,7.450808177833114,31.74819153674833,,32.17358806298639,27.50269325648286,24.83574660633484,,25.15836549860809,20.884767744852052,68.59680275394558,9.074009823651489,8.298698275862069,7.52338672807265,68.93380650871909,33.824721315271944,30.934632198536423,28.044543081800903,70.15527416115903,26.460159365097326,24.199321266968322,21.93848316883932
2019-03-21,45.672695797146,9.514137931034483,35.46536430162266,27.743589743589745,,0.054701834862385335,8.696327586206895,,8.792449199700771,7.491666192747992,32.416854597518295,,32.77209283364753,27.660369910842064,25.358823529411765,,25.628406270422936,21.0205860022528,74.26964331754242,9.3008844217131,8.371551724137934,7.442219026562768,74.51737239788217,34.67043012560953,31.206204263442565,27.741978401275603,75.48217415135771,27.121734361958953,24.411764705882348,21.701795049805742
2019-03-22,44.07363000975,9.18103448275862,34.223671651288576,26.772247360482652,,-0.0350114167663369,8.835258620689654,,8.863101069347652,7.525119030173945,32.93474069360484,,33.036016255036806,27.790336281940014,25.763951734539972,,25.83637737770652,21.13448028657418,65.64834507430282,9.409842274839097,8.418905172413796,7.427968069988495,65.9060287263962,35.076586729880525,31.382721285396116,27.688855840911707,66.81278141948187,27.439459624970954,24.5498491704374,21.660238715903848
2019-03-25,43.149946045602,8.988620689655171,33.50642061724467,26.21116138763197,,-0.020957746478873163,8.900637931034483,,8.885922818494473,7.554099261054762,33.178451797645565,,33.12154432089278,27.903526070757927,25.95460030165912,,25.90451992496569,21.23500862520899,61.22707922877597,9.473751860248528,8.45793103448276,7.442110208716993,61.48594023794489,35.31481921561285,31.52819599109131,27.74157276656977,62.35750396241724,27.625822418019908,24.663650075414775,21.701477732809643
2019-03-26,43.917199660983,9.14844827586207,34.10220171810372,26.677224736048267,,0.01778110254344578,8.974862068965518,,8.933654719834035,7.585670528674709,33.45513331212218,,33.29984566584022,28.026272123180615,26.1710407239819,,26.04501170879888,21.342775280869173,63.43023516674631,9.555360482030347,8.509060344827589,7.4627602076248305,63.66576728467751,35.61902749203526,31.718788100540884,27.81854870904651,64.4765047449216,27.863796277413883,24.812745098039212,21.76169391866454
2019-03-27,43.82532786885,9.129310344827584,34.03086223353484,26.621417797888387,,-0.0020919319274043113,9.015620689655172,,8.969228469832862,7.616237653747043,33.60706713331212,,33.432757769057424,28.145174897643074,26.289894419306183,,26.149812815906063,21.44730285546361,62.96884284797055,9.619771543412348,8.563603448275865,7.507435353139382,63.204472572273026,35.85912930404644,31.922105631562204,27.985081959077963,64.01183870422923,28.051621393560374,24.97179487179487,21.891968350029366
2019-03-28,44.011554474525,9.16810344827586,34.175469296850146,26.73453996983409,,0.004249291784702347,9.076086206896552,,9.005387556822496,7.646967669480286,33.83246134266624,,33.5677962286561,28.2645866679244,26.466214177978884,,26.256126843892975,21.55200062010461,63.547662993403044,9.67476101655555,8.62306034482759,7.571359673099629,63.777395750911815,36.064110744500354,32.14374005727012,28.223369370039894,64.56923515347252,28.211972798402414,25.145173453996982,22.07837410959155
2019-03-29,44.585132420004,9.287586206896552,34.62085905186128,27.082956259426847,,0.01303244005641746,9.12651724137931,,9.056696402290505,7.679455165270707,34.02045052497614,,33.759262196511585,28.39045344780434,26.613273001508293,,26.406459464899132,21.661524494150598,65.34440261241433,9.742898800694787,8.6828275862069,7.622756371719012,65.55627657457377,36.3181044699141,32.36653133948457,28.414958209055037,66.30049956761675,28.41066518050789,25.319457013574656,22.22824884664142
2019-04-01,45.260514243252,9.467083890150224,35.28996336525613,27.49321266961385,,0.01514813989752728,9.199346320049504,,9.13131230917409,7.714853753882183,34.29193174855234,,34.037571499919686,28.52707740656576,26.814328808439512,,26.604050956665446,21.777003467922146,67.90387615506773,9.828928985808032,8.750716263473032,7.672503541138034,68.09147632444721,36.638794781332166,32.61959648197582,28.600398182619468,68.26675087046881,28.64118933773305,25.511764705878882,22.382340074024714
2019-04-02,45.4392917847,9.50447855991806,35.42935755902004,27.601809954751133,,0.0039499670836078415,9.240949348455104,,9.199160718400265,7.75029186885319,34.447013225103404,,34.2906235106652,28.663756221465842,26.92428355957074,,26.785461683590114,21.892346170631633,68.42702858820024,9.90307378938027,8.821147088020659,7.739220386661047,68.60983600409993,36.915180565186255,32.882137856586056,28.849095147985857,68.7859264848938,28.83915471596203,25.711463046753693,22.583771377545354
2019-04-03,46.834749816558,9.796364732075794,36.51740668183265,28.44947209650118,,0.030710382513661205,9.318516856145441,,9.30774326634127,7.79080816317443,34.73615764766147,,34.69549317815019,28.819274052364193,27.138763197576814,,27.088009031392126,22.022190248371622,72.23167150872675,9.985667443520619,8.91773256600376,7.849797688486902,72.38134791232851,37.223060696241895,33.2421745922049,29.2612884881679,72.5597096968567,29.058782788774582,25.98725490195583,22.915727015137076
2019-04-04,46.745361045834,9.777667397149196,36.4477095847916,28.3951734538086,,-0.0019085993001802803,9.344869802756914,,9.393184017397255,7.830151910381851,34.834392175978365,,35.014077979357715,28.970332181719193,27.203921568598695,,27.3256752900133,22.148387935607996,71.63617162003956,10.000042028527123,9.020598694481908,8.041155360436694,71.7863510888669,37.2766440999759,33.62562338674833,29.974602673520767,71.95955139722874,29.080218433271067,26.281372549005233,23.4825266647394
2019-04-05,47.413293804855,9.91737803832366,36.968501780782695,28.80090497732599,,0.014288749601614859,9.418504158313416,,9.488492021202056,7.871483120836143,35.108875188927776,,35.369427761434984,29.128711777740254,27.40678733028303,,27.593898869524697,22.28012094633508,73.40081446648117,10.006052193568486,9.12688138950154,8.247710585434593,73.53685807435564,37.299047884138815,34.02180794126631,30.7445679983938,73.70941799686686,29.074986050876525,26.585369532411498,24.09575301394647
2019-04-08,47.621867603210994,9.96100515303858,37.1311283401209,28.92760180994484,,0.004399057344854462,9.515742604651757,,9.574403499717787,7.912859794741142,35.4713459612154,,35.689736957559695,29.287175472044822,27.678431372514318,,27.836390313237448,22.411754230762995,73.94591853947037,10.080072950921343,9.208190267843124,8.336307584764905,74.07772374175485,37.57497126725927,34.32489887943048,31.07482649160168,74.24981389749901,29.274436402177408,26.81651583708672,24.35859527199603
2019-04-09,46.993663186734,9.829604438460224,36.6413126315622,28.54600301640287,,-0.01319151154909004,9.583858220911573,,9.62080367039823,7.950815134220727,35.72525705256125,,35.86275071646924,29.432801950451108,27.86530920054978,,27.96541080472207,22.53322450374596,69.33696993037968,10.109127857103761,9.279360144938547,8.449592432773333,69.47214078829269,37.68327775177463,34.59019518234171,31.497112612908783,69.60890977906179,29.345304233384887,27.018174962265835,24.691045691146783
